month,unlocked,delta,address,cap
2025-10-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-11-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2025-12-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-01-13 00:00:00,0.0,0.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-02-13 00:00:00,400000.0,400000.0,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-03-13 00:00:00,433333.3333333333,33333.333333333314,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-04-13 00:00:00,466666.6666666667,33333.33333333337,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-05-13 00:00:00,500000.0,33333.333333333314,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-06-13 00:00:00,533333.3333333334,33333.33333333337,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-07-13 00:00:00,566666.6666666666,33333.333333333256,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-08-13 00:00:00,600000.0,33333.33333333337,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-09-13 00:00:00,633333.3333333334,33333.33333333337,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-10-13 00:00:00,666666.6666666667,33333.33333333337,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
2026-11-13 00:00:00,700000.0,33333.333333333256,0x01d29ec5d67019e4e73b843a0315a115a2ef18c9,800001
